Type avion,Compagnie,Nombre de mouvements réalisés,Nombre de vol atterris décollés,Nombre de passagers max réalisés,Nombre de passagers réalisés moyen
GRJ,DAIMLERCHRYSLER AVIA,12,12,6,0.8333333333333334
GRJ,DASSAULT FALCON SERV,2,2,1,0.5
GRJ,DEER JET CO. LTD,2,2,10,5.0
GRJ,DEERE AND COMPAGNY,2,2,0,0.0
GRJ,DOMINION AVT SVCS,2,2,3,3.0
GRJ,DORA13 LTD,2,2,0,0.0
GRJ,EARTH STAR INC,2,2,4,2.0
GRJ,ECLAIR AVIATION S.R.,2,2,2,1.0
GRJ,EDAN LIMITED LLC C/O,2,2,2,1.0
GRJ,EXECUJET EUROPE AG,12,12,3,0.75
GRJ,EXECUJET MIDDLE EAST,2,2,0,0.0
GRJ,EXECUJET UK LTD,2,2,0,0.0
GRJ,EXECUTIVE AIRLINES,8,8,10,2.0
GRJ,EXECUTIVE JET MANAGE,10,10,4,0.5
GRJ,FALCON AVIATION SERV,2,2,0,0.0
GRJ,FLEXJET LLC,2,2,0,0.0
GRJ,FLYING SERVICE N.V.,10,10,0,0.0
GRJ,FORCE AER. PAYS-BAS,2,2,0,0.0
GRJ,FORCE AERIENNE MAROC,100,100,8,0.25
GRJ,G5 EXECUTIVE AG,2,2,3,1.5
GRJ,GAIN JET AVIATION S.,12,12,2,0.16666666666666666
GRJ,GAMA AVIATION,12,12,8,0.6666666666666666
GRJ,GAMA AVIATION SA,2,2,0,0.0
GRJ,GAMA CHARTER INC,4,4,0,0.0
GRJ,GEORGIAN AIRWAYS,2,2,12,6.0
GRJ,GESTAIR EXECUTIVE JE,8,8,3,0.375
GRJ,GLOBAL JET AUSTRIA,4,4,0,0.0
GRJ,GLOBAL JET LUXEMBOUR,10,10,8,1.3
GRJ,GROSSMANN JET SERVIC,2,2,0,0.0
GRJ,GULF COAST CAPITAL H,2,2,0,0.0
GRJ,HANGAR 8 Ltd,4,4,5,1.25
GRJ,HIGH ALTITUDE HOLDIN,28,28,1,0.17857142857142858
GRJ,INEOS AVIATION LLP,2,2,2,1.0
GRJ,INTERNATIONAL JET MA,2,2,0,0.0
GRJ,INTERNATIONAL JETCLU,2,2,0,0.0
GRJ,ION TIRIAC AIR S.A.,2,2,1,0.5
GRJ,J.C BAMFORD EXCAVATO,4,4,0,0.0
GRJ,JBS S.A,2,2,0,0.0
GRJ,JET AVIATION BUSINES,12,12,0,0.0
GRJ,JET AVIATION FLIGHT,2,2,4,2.0
GRJ,JET SERVICE SP Z.O.O,2,2,0,0.0
GRJ,JETEX FLT SUPPORT,2,2,0,0.0
GRJ,JOURNEY AVIATION LLC,6,6,10,2.5
GRJ,KEY AIR LLC,4,4,1,0.25
GRJ,KORFEZ HAVACILIK TUR,2,2,0,0.0
GRJ,KUWAIT AIRWAYS,10,10,10,1.8
GRJ,M-NICE LTD,2,2,0,0.0
GRJ,MJET AVIATION GmbH,4,4,0,0.0
GRJ,MJETS LIMITED,2,2,1,0.5
GRJ,NASJET,2,2,0,0.0
GRJ,NETJETS INTERNATIONA,2,2,0,0.0
GRJ,NEXUS,2,2,0,0.0
GRJ,NTA,24,24,12,1.2916666666666667
GRJ,OS AVIATION LTD,2,2,1,0.5
GRJ,PEAK VIEW LLC,6,6,2,0.8333333333333334
GRJ,PENTASTAR AVIATION,2,2,0,0.0
GRJ,PIA,6,6,0,0.0
GRJ,POLISH AIR FORCE,2,2,0,0.0
GRJ,PRIME JET LLC,2,2,0,0.0
GRJ,QATAR EXECUTIVE,16,16,36,5.3125
GRJ,ROCKWELL COLLINS FLI,2,2,8,4.0
GRJ,ROYAL AIR MAROC,2,2,0,0.0
GRJ,ROYAL JORDANIAN,10,10,0,0.0
GRJ,RUBICON AVIATION LTD,4,4,2,0.5
GRJ,SAAB AB,2,2,0,0.0
GRJ,SAUDIA,6,6,14,3.1666666666666665
GRJ,SAVIN INVESTMENT LTD,2,2,0,0.0
GRJ,SILK WAY BUSINESS,4,4,10,6.25
GRJ,SIRIO SPA,6,6,5,1.6666666666666667
GRJ,SKYPLAN SERVICES,4,4,4,1.25
GRJ,SOLAIRUS AVIATION,2,2,0,0.0
GRJ,TAG AVIATION (UK),2,2,0,0.0
GRJ,TAI LEASING INC,4,4,0,0.0
GRJ,TALON AIR INC,2,2,0,0.0
GRJ,TRANS-EXEC AIR SERVI,2,2,0,0.0
GRJ,TURK HAVA YOLLARI,6,6,0,0.0
GRJ,UNIVERSAL AIRWAYS IN,8,8,1,0.25
GRJ,WELLS FARGO EQPT,2,2,0,0.0
GRJ,WESTERN AIR CHARTER,4,4,4,1.0
GRJ,WINDROSE AIR,2,2,0,0.0
GRJ,WING AVIATION CHAR.,2,2,0,0.0
GRS,AIR FRANCE,4,4,6,2.0
HBA,ACCOR,2,2,3,1.5
HBA,AERODYNAMICS MALAGA,2,2,3,1.5
HBA,AIR FRANCE,56,56,5,0.9642857142857143
HBA,AIRLEC,2,2,0,0.0
HBA,ALBINATI AERONAUTICS,2,2,0,0.0
HBA,ARKIA ISRAELI AIRLIN,2,2,0,0.0
HBA,BOOKAJET,2,2,0,0.0
HBA,"CHARTER JETS, UAB",2,2,1,0.5
HBA,CTR ATMOSPHERICA AVI,2,2,1,0.5
HBA,EICHSFELDAIR GMBH &,2,2,2,1.5
HBA,EUROFLY SERVICE SPA,2,2,0,0.0
HBA,EUROP STAR AIRCRAFT,2,2,2,1.0
HBA,EUROP STAR LIMITED,2,2,0,0.0
HBA,FAIRJETS,2,2,0,0.0
HBA,GESTAIR EXECUTIVE JE,2,2,0,0.0
HBA,HANGAR 8 Ltd,4,4,9,3.25
HBA,IMPERIAL JET SA,2,2,0,0.0
HBA,INTERFLIGHT,4,4,0,0.0
HBA,ITALFLY SRL,2,2,0,0.0
HBA,JET AVIATION BUSINES,18,18,4,0.7777777777777778
HBA,JET SERVICE SP Z.O.O,4,4,2,0.5
HBA,JETBEE CZECH SRO,4,4,0,0.0
HBA,JETEX FLT SUPPORT,2,2,6,3.0
HBA,JOHNSON CONTROLS AG,2,2,2,1.0
HBA,LIRA AVIATION LLC,2,2,0,0.0
HBA,NTA,110,110,5,0.3181818181818182
HBA,OPERA JET S.R.O.,4,4,1,0.25
HBA,PANNON AIR SERVICE,2,2,4,2.0
HBA,POLET,2,2,2,1.0
HBA,PRIMALLIANCE UNION C,2,2,3,3.0
HBA,PRIVATE SKY,4,4,3,1.0
HBA,REGIONAL AIR LINES,2,2,0,0.0
HBA,ROYAL AIR FORCE,18,18,0,0.0
HBA,SAXONAIR,2,2,0,0.0
HBA,SAXONAIR LTD,2,2,0,0.0
HBA,SKYFLEET AVIATION CO,2,2,2,1.0
HBA,SYNERGY AVIATION LTD,2,2,0,0.0
HBA,TAG AVIATION (UK),2,2,0,0.0
HBA,TAG AVIATION SA,2,2,2,1.0
HBA,TATRA JET SRO,2,2,0,0.0
HBA,TAUENAIR GMBH,2,2,2,1.0
HBA,TIME AIR S.R.O.,2,2,0,0.0
HBA,TOP JETS LTD,2,2,6,3.0
HBA,UNIJET S.A.,2,2,0,0.0
HBA,XCLUSIVE JET CHARTER,4,4,3,2.25
HBA,YOLENAL LTD,2,2,0,0.0
IL6,AEROFLOT,2,2,0,0.0
IL6,G.OPS_SARL,2,2,30,19.0
IL6,RUSSIAN FEDERATION A,2,2,0,0.0
IL6,SPECIAL FLIGHT DET,4,4,30,7.5
IL6,UKRAINE,2,2,0,0.0
IL7,224th FLIGHT UNIT,14,14,0,0.0
IL7,G-OPS EUROPE,4,4,0,0.0
IL7,MCHS ROSSII GUAP,2,2,0,0.0
IL7,SILK WAY AIRLINES,4,4,0,0.0
IL7,TALON AIR INC,2,2,0,0.0
IL7,VOLGA-DNEPR AIRLINES,10,10,0,0.0
IL9,AMBASSADE VENEZUELA,2,2,0,0.0
IL9,CUBANA,566,566,294,185.57420494699647
IL9,FORCE AERIENNE VENEZ,2,2,0,0.0
IL9,G.OPS_SARL,4,4,54,21.75
IL9,SPECIAL FLIGHT DET,74,74,80,13.378378378378379
JST,BLUE ISLANDS,8,8,19,4.75
JST,EASTERN AIRWAYS (UK),4,4,27,12.5
K01,ILPAM,2,2,0,0.0
K03,MINISTERE INTERIEUR,2,2,0,0.0
K07,COTAM,2,2,0,0.0
K10,COTAM,2,2,0,0.0
K10,ROYAL AIR FORCE,8,8,0,0.0
KC5,COTAM,2,2,0,0.0
KC5,FORCE AERIENNE FRANC,13,13,30,2.3076923076923075
LA2,AIR FRANCE,2,2,1,0.5
LOH,AIR ALGERIE,212,212,0,0.0
LOH,AMBASSADE TUNISIE,2,2,0,0.0
LOH,CANADIAN ARMED FORCE,6,6,77,12.833333333333334
LOH,COTAM,2,2,83,41.5
LOH,EUROPE AIRPOST,9,9,0,0.0
LOH,FEDEX,1,1,0,0.0
LOH,FORCE AERIENNE ALGER,2,2,0,0.0
LOH,FORCE AERIENNE BELGI,6,6,0,0.0
LOH,FORCE AERIENNE MAROC,124,124,10,0.20967741935483872
LOH,ROYAL AIR MAROC,2,2,0,0.0
LOH,ROYAL MALAYSIAN AIR,2,2,0,0.0
LOH,ROYAL SAUDI AIR FORC,6,6,0,0.0
LOH,SWEDISH AIR FORCE,2,2,2,1.0
LOH,TUNIS AIR,2,2,0,0.0
LRJ,ADVANCED AIR SUPPORT,1,1,0,0.0
LRJ,AERODIENST,14,14,3,0.42857142857142855
LRJ,AIR ALLIANCE EXPRESS,4,4,0,0.0
LRJ,AIR FRANCE,64,64,5,1.0625
LRJ,AIR VOLTA LTD,2,2,0,0.0
LRJ,ALTAIR JETS CORP,2,2,0,0.0
LRJ,AMBASSADE DU MONTENE,2,2,5,4.5
LRJ,DAIMLERCHRYSLER AVIA,2,2,0,0.0
LRJ,DAT AIRLINES,2,2,0,0.0
LRJ,DRF,2,2,3,3.0
LRJ,ECLAIR AVIATION S.R.,2,2,0,0.0
LRJ,EXECUJET EUROPE AG,2,2,1,0.5
LRJ,FAI AIRSERVICES AG,4,4,1,0.25
LRJ,FOX FLIGHT INC,2,2,0,0.0
LRJ,GAMA AVIATION,6,6,5,1.0
LRJ,GENERAL AVIATION SER,1,1,0,0.0
LRJ,LUXEMBOURG AIR AMBUL,6,6,2,0.6666666666666666
LRJ,MASTERJET AVIACAO,2,2,0,0.0
LRJ,MHS AVIATION GMBH,2,2,0,0.0
LRJ,OMNI,2,2,0,0.0
LRJ,QATAR AMIRI FLIGHT,1,1,0,0.0
LRJ,QUICK AIR JET,1,1,0,0.0
LRJ,RYANAIR,2,2,0,0.0
LRJ,SIRIO SPA,8,8,2,0.5
LRJ,SKYFRIST LTD,4,4,0,0.0
LRJ,TAG AVIATION (UK),2,2,0,0.0
LRJ,TNT AIRWAYS,2,2,0,0.0
LRJ,VISTAJET,20,20,3,0.65
LRJ,ZENITH AVIATION LTD,4,4,0,0.0
M11,AIR FRANCE,12,12,0,0.0
M11,FEDEX,169,169,0,0.0
M1F,AIR FRANCE,50,50,0,0.0
M1F,CHINA SOUTHERN AIR,2,2,0,0.0
M1F,FEDEX,13253,13253,0,0.0
M1F,LUFTHANSA,4,4,0,0.0
M1F,SAUDIA,4,4,0,0.0
M1F,WESTERN GLOBAL AIRLI,2,2,0,0.0
M80,AIGLE AZUR,21,21,165,80.61904761904762
M80,AIR ALGERIE,30,30,163,89.56666666666666
M80,AIR CORSICA,2,2,170,126.0
M80,AIR FRANCE,24,24,135,80.66666666666667
M80,AIR ITALY SPA,8,8,156,73.5
M80,AIR MEDITERRANEE,10,10,176,75.9
M80,AIR MOLDOVA,2,2,73,55.0
M80,ALK AIRLINES,4,4,0,0.0
M80,AMBASSADE CONGO (REP,4,4,0,0.0
M80,ASL AIRLINES FRANCE,5,5,147,107.4
M80,BULGARIAN AIR CHARTE,8,8,162,85.375
M80,CROATIA AIRLINES,4,4,139,64.25
M80,DANISH AIR TRANSPORT,17,17,156,56.588235294117645
M80,DAT AIRLINES,2,2,99,95.0
M80,ENTER AIR,4,4,157,77.75
M80,EUROPE AIRPOST,6,6,144,57.5
M80,JET TIME A/S,1,1,0,0.0
M80,JET2.COM LIMITED,4,4,145,109.75
M80,JETAIRFLY,1,1,0,0.0
M80,MALETH-AERO AOC LTD,4,4,144,72.0
M80,MEDALLION AIR,6,6,99,50.166666666666664
M80,MERIDIANA SPA,306,306,165,102.51633986928104
M80,MISTRAL AIR SRL,22,22,162,92.95454545454545
M80,NEW LIVINGSTON,32,32,165,102.625
M80,NORWEGIAN.NO,2,2,64,49.5
M80,ROYAL AIR MAROC,162,162,167,115.39506172839506
M80,SCANDINAVIAN,2384,2384,153,109.31040268456375
M80,SWIFTAIR SA,18,18,162,72.94444444444444
M80,TAP PORTUGAL,2,2,160,130.0
M80,TRANSAVIA.COM,47,47,180,100.61702127659575
M80,TUNIS AIR,6,6,160,100.66666666666667
M80,TUNISAIR EXPRESS,20,20,127,60.85
M80,VUELING AIRLINES SA,62,62,169,131.58064516129033
M80,WOW AIR,10,10,165,113.0
NDE,FRANCE COPTER,6,6,4,1.3333333333333333
NDE,HELI CHALLENGE,2,2,1,0.5
NDE,HELI EVENEMENT,16,16,3,0.625
NDE,HELIBERTE HJS,12,12,4,1.1666666666666667
NDE,HELIFIRST,60,60,5,0.7166666666666667
NDE,IXAIR S.A.,6,6,4,1.6666666666666667
NDH,HELIFIRST,4,4,8,5.5
NDH,IXAIR S.A.,2,2,8,4.0
P18,AIR FRANCE,20,20,5,0.85
P18,AIRGO FLUGSERVICE,4,4,5,1.25
P18,CHALAIR AVIATION,6,6,7,5.0
P18,K-AIR,24,24,4,0.875
P18,OYONNAIR,2,2,0,0.0
P18,PAN EUROPEENNE AIR S,12,12,3,0.3333333333333333
PAG,FAA REGISTRATIONS LL,2,2,0,0.0
PAG,GILLAIR SPRL,2,2,0,0.0
PAG,JET2.COM LIMITED,2,2,0,0.0
PAG,WOODGATE EXECUTIVE,4,4,3,2.0
PD8,OYONNAIR,2,2,0,0.0
PL2,AIR FRANCE,2,2,4,2.0
PL2,AIR SERVICE LIEGE,4,4,4,1.25
PL2,ASL AIR SERVICE LIEG,6,6,0,0.0
PL2,FIRMA ROLESKI,2,2,4,3.5
PL2,GETONEJET,2,2,0,0.0
PL2,MOLIAIR AG,4,4,5,2.5
PL2,WIDEX A/S,2,2,0,0.0
S20,ADRIA AIRWAYS,16,16,49,37.25
S20,DARWIN AIRLINE,1167,1167,50,20.734361610968296
S20,EASTERN AIRWAYS (UK),143,143,50,24.643356643356643
S20,ETIHAD REGIONAL,6,6,53,16.5
S20,FLYBE,39,39,50,30.46153846153846
S20,LOGANAIR LTD,2,2,50,25.0
S20,OLT,14,14,18,11.214285714285714
SF3,FEDEX,2,2,0,0.0
SF3,RAF-AVIA,4,4,33,16.5
SF3,SKYTAXI SP. Z.O.O.,14,14,26,13.0
SF3,SPRINTAIR S.A.,8,8,30,12.375
SF3,SWEDISH AIR FORCE,2,2,0,0.0
SF3,TWIN JET,2,2,27,17.5
SFF,RAF-AVIA,2,2,0,0.0
SFF,SPRINTAIR S.A.,6,6,1,0.16666666666666666
SU1,ARMAVIA,14,14,67,37.214285714285715
SU1,AVANTI_AIR GMBH & CO,1,1,0,0.0
SU1,BMI REGIONAL,88,88,73,32.15909090909091
SU1,BRUSSELS AIRLINES,6,6,88,33.0
SU1,CITYJET,59,59,103,37.96610169491525
SWF,FEDEX,2,2,0,0.0
SWM,AERONOVA S.L.,2,2,17,8.5
SWM,AIR FRANCE,6,6,4,1.8333333333333333
SWM,AIRLEC,4,4,0,0.0
SWM,FEDEX,2,2,0,0.0
SWM,FLIGHTLINE S.L.,2,2,0,0.0
SWM,FLY LOGIC SWEDEN AB,2,2,0,0.0
SWM,NORTH FLYING,2,2,0,0.0
SWM,SWIFTAIR SA,48,48,0,0.0
T20,AVIASTAR-TU,4,4,0,0.0
T20,G.OPS_SARL,2,2,31,30.5
T20,SPECIAL FLIGHT DET,32,32,100,10.5625
TA1,COTAM,14,14,31,4.428571428571429
TA1,GERMAN AIR FORCE,14,14,33,4.928571428571429
TBM,AVIATION ARMEE TERRE,10,10,0,0.0
TBM,CAVOK INC,2,2,0,0.0
TBM,SCHNE-FROST ERNST SC,2,2,2,2.0
TU5,AEROFLOT,2,2,50,25.0
TU5,AMBASSADE KIRGHIZIST,4,4,0,0.0
TU5,G.OPS_SARL,2,2,50,39.5
TU5,SLOVAK GOVERNMENT FL,12,12,25,4.166666666666667
WWP,TYROL AIR AMBULANCE,2,2,0,0.0
YK2,SARAVIA,2,2,25,22.5
YK4,CZECH AIR FORCE,4,4,0,0.0
YK4,G.OPS_SARL,2,2,0,0.0
YK4,SLOVAK GOVERNMENT FL,6,6,0,0.0
